intro_loop.thisRepN,intro_loop.thisTrialN,intro_loop.thisN,intro_loop.thisIndex,intro_loop.ran,Figure,Figure2,Figure3,Figure4,Text,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,confidence_response.keys,confidence_response.rt,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,beads_image,intro_agents.thisRepN,intro_agents.thisTrialN,intro_agents.thisN,intro_agents.thisIndex,intro_agents.ran,key_resp1.keys,key_resp1.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,agent1,agent1_face,agent2,agent2_face,agent3,agent3_face,agent4,agent4_face,key_resp_4.keys,key_resp_4.rt,participant_decision.keys,participant_decision.rt,trials_real.thisRepN,trials_real.thisTrialN,trials_real.thisN,trials_real.thisIndex,trials_real.ran,key_resp_2.keys
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_green.png,Figures/faces/9.png,Figures/confident_green.png,Figures/faces/19.png,Figures/confident_green.png,Figures/faces/20.png,Figures/unconfident_red.png,Figures/faces/10.png,,,left,0.9529,0,21,21,8,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_red.png,Figures/faces/4.png,Figures/confident_red.png,Figures/faces/14.png,Figures/confident_red.png,Figures/faces/15.png,Figures/unconfident_green.png,Figures/faces/5.png,,,right,1.1188,0,22,22,23,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_green.png,Figures/faces/1.png,Figures/confident_green.png,Figures/faces/11.png,Figures/confident_green.png,Figures/faces/12.png,Figures/confident_green.png,Figures/faces/2.png,,,left,0.4024,0,23,23,0,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_red.png,Figures/faces/3.png,Figures/confident_red.png,Figures/faces/13.png,Figures/confident_red.png,Figures/faces/14.png,Figures/confident_red.png,Figures/faces/4.png,,,right,0.3849,0,24,24,32,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_red.png,Figures/faces/5.png,Figures/confident_red.png,Figures/faces/15.png,Figures/confident_red.png,Figures/faces/16.png,Figures/unconfident_green.png,Figures/faces/6.png,,,right,1.0019,0,25,25,24,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_green.png,Figures/faces/5.png,Figures/confident_green.png,Figures/faces/15.png,Figures/confident_green.png,Figures/faces/16.png,Figures/confident_green.png,Figures/faces/6.png,,,left,0.135,0,26,26,4,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_red.png,Figures/faces/8.png,Figures/confident_red.png,Figures/faces/18.png,Figures/confident_red.png,Figures/faces/19.png,Figures/unconfident_green.png,Figures/faces/9.png,,,right,0.7689,0,27,27,27,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_red.png,Figures/faces/2.png,Figures/confident_red.png,Figures/faces/12.png,Figures/confident_red.png,Figures/faces/13.png,Figures/confident_red.png,Figures/faces/3.png,,,right,0.6334,0,28,28,31,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_green.png,Figures/faces/7.png,Figures/confident_green.png,Figures/faces/17.png,Figures/unconfident_red.png,Figures/faces/18.png,Figures/unconfident_red.png,Figures/faces/8.png,,,left,4.639,0,29,29,16,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_green.png,Figures/faces/4.png,Figures/confident_green.png,Figures/faces/14.png,Figures/confident_green.png,Figures/faces/15.png,Figures/unconfident_red.png,Figures/faces/5.png,,,left,0.1413,0,30,30,13,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_red.png,Figures/faces/2.png,Figures/confident_red.png,Figures/faces/12.png,Figures/confident_red.png,Figures/faces/13.png,Figures/unconfident_green.png,Figures/faces/3.png,,,left,4.2416,0,31,31,21,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_green.png,Figures/faces/2.png,Figures/confident_green.png,Figures/faces/12.png,Figures/confident_green.png,Figures/faces/13.png,Figures/confident_green.png,Figures/faces/3.png,,,left,2.0602,0,32,32,1,1,
,,,,,,,,,,JW25,,2021-09-27_09h51.18.801,beads_social_exp,2021.2.0,Win32,60.61340769,,,,,,,,,,,,,,,,,,,,,,,Figures/confident_green.png,Figures/faces/3.png,Figures/confident_green.png,Figures/faces/13.png,Figures/confident_green.png,Figures/faces/14.png,Figures/unconfident_red.png,Figures/faces/4.png,,,left,1.5359,0,33,33,12,1,
